location_id,location_name,date,wind_speed,wind_unit,wind_direction,gust_speed,session
LOC01,"Cumbuco, Brazil",27 Dec 2023,20.9 knots,knots,SE,18.0,allday
LOC06,cabarete,05/30/2023,9.2 m/s,m/s,45,,afternoon
LOC09,"Lake Garda, Italy",28 Apr 2024,18.4 knots,knots,225°,25.5,morning
LOC01, Cumbuco,2023-10-19,4,beaufort,southwest,21.5,allday
LOC08,Guajiru,2024-11-28,38.9 km/h,km/h,SE,13.5,allday
LOC10,Boracay,2023-01-23,18.9 km/h,km/h,north,12.9,allday
LOC01, Cumbuco,12 Apr 2023,35.7 km/h,km/h,northwest,26.7,allday
LOC09,Lago di Garda,07/10/2024,18.5 km/h,km/h,northeast,12.0,morning
LOC10,"Boracay, Philippines",2024-12-17,11.6,knots,0°,7.5,allday
LOC07,DAKHLA,Aug 01 2024,13.4,knots,90°,15.5,morning
LOC08,Guajiru,07/08/2023,5,beaufort,west,21.8,allday
LOC07,Dakhla,28/05/2023,11.5 m/s,m/s,225,28.8,afternoon
LOC03,Tarifa,Dec 23 2024,9,beaufort,south,39.1,afternoon
LOC09,"Lake Garda, Italy",Sep 24 2023,8,beaufort,SE,42.1,morning
LOC06,"Cabarete, Dominican Rep.",28 Jun 2023,23.7 knots,knots,SE,32.8,afternoon
LOC07,Dakhla,05/21/2024,3.2 m/s,m/s,45,7.0,morning
LOC10,boracay,Sep 15 2024,25.2 km/h,km/h,north,16.1,allday
LOC05,capetown,2024-01-31,3,beaufort,west,11.7,allday
LOC04,maui,16 Oct 2023,7.8 m/s,m/s,180,19.7,allday
LOC02,Jeri,30/06/2024,20.3 knots,knots,north,28.0,allday
LOC04,Maui,21 Jul 2024,9.5 m/s,m/s,135°,21.5,allday
LOC03,TARIFA,06 Jun 2023,9.4,knots,180°,12.1,morning
LOC03,"Tarifa, Spain",05/27/2024,4.3,knots,45,3.5,morning
LOC10,"Boracay, Philippines",02/28/2024,6,beaufort,northwest,23.5,allday
LOC07,Dakhla,08/05/2023,26.1 knots,knots,south,31.5,afternoon
LOC07,"Dakhla, Morocco",31/05/2024,10.4 knots,knots,SE,14.5,morning
LOC09,Lago di Garda,21/11/2023,15.9,knots,0°,19.0,afternoon
LOC10,"Boracay, Philippines",2024-04-10,4,beaufort,east,19.9,allday
LOC06,Cabarete,2023-07-10,2,beaufort,0,10.7,morning
LOC07,DAKHLA,18 Nov 2023,17.7 knots,knots,225,22.7,morning
LOC07,"Dakhla, Morocco",02/07/2023,13.7,knots,SW,16.4,morning
LOC01,cumbuco,17/07/2024,35.9 km/h,km/h,315,21.9,allday
LOC07,"Dakhla, Morocco",13/08/2024,6,beaufort,northwest,27.4,afternoon
LOC06,Cabarete,07/12/2024,1,beaufort,southwest,7.3,morning
LOC06,"Cabarete, Dominican Rep.",Aug 07 2023,4.1 m/s,m/s,north,9.4,morning
LOC06,"Cabarete, Dominican Rep.",Aug 16 2024,7.0 km/h,km/h,0,4.2,morning
LOC03,Tarifa,2023-07-05,45.9 km/h,km/h,45°,,afternoon
LOC07,Dakhla,Aug 12 2023,16.0,knots,135,20.9,afternoon
LOC08,Guajiru,07/18/2024,18.8 knots,knots,135°,26.0,allday
LOC01, Cumbuco,03/05/2023,16.7,knots,northwest,21.7,allday
LOC07,"Dakhla, Morocco",Dec 11 2024,23.6,knots,SW,32.5,afternoon
LOC06,"Cabarete, Dominican Rep.",2023-11-25,-5.0,knots,north,,morning
LOC08,Guajiru,26 Jun 2023,9.2 m/s,m/s,west,21.2,allday
LOC07,"Dakhla, Morocco",12/10/2024,7,beaufort,NE,32.3,afternoon
LOC05,"Cape Town, South Africa",2024-12-17,28.7 knots,knots,W,39.8,allday
LOC09,Lago di Garda,12/20/2023,17.0 knots,knots,SE,20.9,afternoon
LOC05,"Cape Town, South Africa",2024-01-08,8,beaufort,225,33.3,allday
LOC07,DAKHLA,07/31/2024,3,beaufort,45,16.9,afternoon
LOC06,Cabarete,Jun 29 2023,3.4 m/s,m/s,south,8.1,morning
LOC02,jericoacoara,2024-10-24,14.2 knots,knots,SE,15.7,allday
LOC03,TARIFA,2023-02-18,14.1 knots,knots,N,15.7,morning
LOC04,"Maui, Hawaii",23/08/2023,10.1 m/s,m/s,90°,24.4,allday
LOC06,Cabarete,28/07/2023,19.9 knots,knots,0,22.1,afternoon
LOC08,Guajiru,18 Jan 2023,150.0,knots,NW,27.0,allday
LOC03,TARIFA,05/25/2024,30.9 km/h,km/h,0°,23.1,afternoon
LOC10,"Boracay, Philippines",Feb 04 2023,36.7 km/h,km/h,225°,13.4,allday
LOC07,Dakhla,2024-05-14,0.0,knots,315°,9.8,morning
LOC09,"Lake Garda, Italy",2023-11-02,29.1 km/h,km/h,S,22.0,afternoon
LOC07,"Dakhla, Morocco",13 Aug 2023,12.7 knots,knots,90°,16.0,morning
LOC01,cumbuco,Sep 03 2023,10.6 m/s,m/s,315°,28.5,allday
LOC03,Tarifa,07/14/2024,6.5 knots,knots,0,7.9,morning
LOC09,"Lake Garda, Italy",05/06/2023,150.0,knots,NW,27.4,morning
LOC10,Boracay,05/11/2023,8.1 m/s,m/s,315,18.5,allday
LOC04,Maui,2024-01-27,18.7 knots,knots,southeast,23.6,allday
LOC09,Lago di Garda,Mar 08 2024,11.8 m/s,m/s,180°,30.0,morning
LOC10,boracay,06/08/2024,4,beaufort,east,19.1,allday
LOC01, Cumbuco,Nov 30 2023,26.3 knots,knots,S,36.4,allday
LOC09,Garda,06/03/2024,20.0,knots,W,27.2,morning
LOC04,Maui,09/10/2023,5,beaufort,0,23.6,allday
LOC09,"Lake Garda, Italy",May 30 2024,9.0 m/s,m/s,45,15.5,afternoon
LOC06,cabarete,31/01/2023,8.6 m/s,m/s,0,23.3,afternoon
LOC03,TARIFA,24/06/2023,3,beaufort,45°,14.7,afternoon
LOC07,DAKHLA,2023-08-04,8,beaufort,90°,32.2,afternoon
LOC01,Cumbuco,21 Sep 2023,9.5 m/s,m/s,45°,24.7,allday
LOC06,Cabarete,2023-07-02,14.8 km/h,km/h,45°,10.0,morning
LOC05,"Cape Town, South Africa",Apr 01 2023,34.8 knots,knots,SW,44.6,allday
LOC07,Dakhla,04/11/2023,50.7 km/h,km/h,south,38.2,afternoon
LOC07,DAKHLA,10/04/2023,3,beaufort,E,14.0,morning
LOC01,"Cumbuco, Brazil",17/10/2024,15.0 knots,knots,W,18.0,allday
LOC01, Cumbuco,2024-09-15,10.3 m/s,m/s,0°,24.5,allday
LOC06,cabarete,Jan 29 2024,3,beaufort,180,12.6,morning
LOC08,"Ilha do Guajiru, Brazil",Mar 01 2023,12.4 m/s,m/s,90°,33.9,allday
LOC07,DAKHLA,09/25/2024,12.0 knots,knots,180°,16.5,morning
LOC05,capetown,21 Mar 2023,9,beaufort,north,39.9,allday
LOC09,"Lake Garda, Italy",2024-08-02,15.5 m/s,m/s,west,36.8,morning
LOC10,"Boracay, Philippines",2023-02-07,8.6 m/s,m/s,180,21.1,allday
LOC05,Cape Town,22/10/2023,10.6 m/s,m/s,N,14.1,allday
LOC06,Cabarete,10/08/2024,11.4 m/s,m/s,180,29.0,afternoon
LOC07,DAKHLA,11/08/2024,7,beaufort,E,31.9,afternoon
LOC04,maui,14 Aug 2024,17.7 knots,knots,south,20.1,allday
LOC01,Cumbuco,01/03/2024,19.1 knots,knots,NW,26.5,allday
LOC06,"Cabarete, Dominican Rep.",2023-05-11,16.2 knots,knots,E,21.5,afternoon
LOC08,Ilha Guajiru,2023-10-26,17.1,knots,315°,13.3,allday
LOC02,Jeri,01/06/2023,6,beaufort,southeast,30.8,allday
LOC04,"Maui, Hawaii",12 Jun 2024,0.0,knots,315°,14.1,allday
LOC07,Dakhla,2024-06-29,0.0,knots,SE,20.0,afternoon
LOC02,Jeri,2023-12-18,20.1 knots,knots,W,22.9,allday
LOC07,Dakhla,05 Nov 2023,9.5 knots,knots,SW,12.0,morning
LOC07,Dakhla,27/05/2023,41.9 km/h,km/h,90°,26.6,afternoon
LOC01,Cumbuco,07/31/2024,7,beaufort,45°,31.3,allday
LOC07,DAKHLA,May 18 2023,3,beaufort,north,7.6,morning
LOC09,"Lake Garda, Italy",23 Apr 2023,4,beaufort,315°,12.3,afternoon
LOC03,Tarifa,12/22/2024,6.6,knots,northeast,8.8,morning
LOC03,Tarifa,30 Oct 2023,41.1 km/h,km/h,north,26.9,afternoon
LOC05,capetown,09/29/2024,10.0 m/s,m/s,west,23.7,allday
LOC05,capetown,May 03 2024,28.3 knots,knots,south,32.4,allday
LOC03,Tarifa,06/16/2023,10.8,knots,90°,,morning
LOC07,"Dakhla, Morocco",21 Dec 2024,7,beaufort,SW,32.7,afternoon
LOC10,boracay,29/03/2023,3,beaufort,NW,15.7,allday
LOC02,"Jericoacoara, Brazil",2024-03-28,10.0 m/s,m/s,90°,24.3,allday
LOC06,cabarete,11/08/2024,9.1 km/h,km/h,NE,6.4,morning
LOC06,cabarete,2023-05-13,3,beaufort,315,11.9,morning
LOC09,"Lake Garda, Italy",2024-02-01,6.8 m/s,m/s,west,16.4,morning
LOC08,"Ilha do Guajiru, Brazil",01/22/2024,16.7 knots,knots,west,23.0,allday
LOC06,cabarete,Dec 18 2023,9.3,knots,S,12.2,morning
LOC04,Maui,Oct 07 2024,17.6,knots,270°,14.5,allday
LOC10,boracay,11 Aug 2023,26.7 km/h,km/h,225,20.1,allday
LOC03,Tarifa,12 Aug 2023,11.8,knots,W,13.6,morning
LOC01, Cumbuco,03/18/2023,12.1 knots,knots,southeast,16.0,allday
LOC06,cabarete,05/12/2023,10.0,knots,SE,11.5,morning
LOC09,Garda,2023-11-06,7.8 knots,knots,E,9.5,morning
LOC03,Tarifa,2024-01-02,4,beaufort,0°,17.4,afternoon
LOC10,"Boracay, Philippines",2023-07-06,4,beaufort,0,18.9,allday
LOC04,"Maui, Hawaii",24/04/2024,3,beaufort,225°,,allday
LOC07,"Dakhla, Morocco",Mar 22 2023,22.4 knots,knots,northeast,24.9,afternoon
LOC09,Garda,28 Mar 2024,15.7,knots,south,9.3,afternoon
LOC04,maui,2024-08-28,18.5,knots,E,25.1,allday
LOC03,"Tarifa, Spain",13 Jan 2024,23.0 knots,knots,W,31.2,afternoon
LOC03,Tarifa,2023-01-28,13.9 km/h,km/h,180°,6.6,morning
LOC05,Cape Town,2024-01-16,14.1 m/s,m/s,135°,36.7,allday
LOC10,boracay,2024-10-19,7.0 m/s,m/s,180,17.9,allday
LOC06,Cabarete,Dec 26 2023,18.1 km/h,km/h,NE,10.9,morning
LOC05,capetown,28/05/2024,6,beaufort,180°,27.3,allday
LOC03,TARIFA,May 04 2024,10.7 knots,knots,west,12.0,morning
LOC06,cabarete,02 Dec 2023,1,beaufort,NE,8.4,morning
LOC05,capetown,Mar 26 2024,13.8 m/s,m/s,northwest,36.9,allday
LOC03,"Tarifa, Spain",06/25/2023,14.7 knots,knots,0,19.7,afternoon
LOC05,Cape Town,06/11/2023,22.2,knots,270°,27.2,allday
LOC01,"Cumbuco, Brazil",Nov 14 2024,18.4 knots,knots,135°,25.5,allday
LOC10,"Boracay, Philippines",2023-01-14,4,beaufort,north,16.4,allday
LOC01, Cumbuco,04 Jan 2023,12.7 m/s,m/s,southwest,28.0,allday
LOC01, Cumbuco,09/10/2024,5,beaufort,south,25.8,allday
LOC07,DAKHLA,13/04/2024,18.7 knots,knots,135°,21.3,afternoon
LOC03,"Tarifa, Spain",04/12/2023,6.1 knots,knots,SE,7.8,morning
LOC03,Tarifa,20/01/2023,13.9,knots,45°,17.3,afternoon
LOC08,Ilha Guajiru,01/21/2024,21.1,knots,west,9.0,allday
LOC01,"Cumbuco, Brazil",18/10/2023,12.8 m/s,m/s,135°,27.9,allday
LOC07,"Dakhla, Morocco",2024-03-25,11.3 m/s,m/s,SW,,afternoon
LOC09,Lago di Garda,2023-11-07,5.1 m/s,m/s,0,13.0,afternoon
LOC01,Cumbuco,2024-11-07,37.0 km/h,km/h,northwest,23.0,allday
LOC06,cabarete,02/02/2024,9.3 m/s,m/s,315,21.6,afternoon
LOC02,jericoacoara,04 Dec 2023,18.3,knots,northeast,23.7,allday
LOC07,Dakhla,04 Aug 2024,14.8 m/s,m/s,45,21.0,afternoon
LOC07,Dakhla,2023-12-02,5,beaufort,90,21.3,morning
LOC09,"Lake Garda, Italy",25/08/2024,29.2,knots,225,35.4,morning
LOC07,"Dakhla, Morocco",31/10/2024,6.7 m/s,m/s,315,9.5,morning
LOC03,Tarifa,08/17/2023,10.5 m/s,m/s,45,23.0,afternoon
LOC09,Lago di Garda,10/13/2023,14.2 knots,knots,NE,16.3,afternoon
LOC10,Boracay,Oct 28 2024,20.1 knots,knots,north,22.9,allday
LOC07,DAKHLA,05/27/2023,4,beaufort,north,21.1,morning
LOC10,"Boracay, Philippines",08/21/2023,3,beaufort,0,,allday
LOC07,Dakhla,07/24/2023,4,beaufort,315,19.5,morning
LOC07,DAKHLA,Jan 27 2023,4,beaufort,SW,19.7,morning
LOC09,Garda,Mar 19 2023,9.1 m/s,m/s,E,21.2,morning
LOC01,"Cumbuco, Brazil",May 16 2023,37.4 km/h,km/h,west,26.9,allday
LOC05,"Cape Town, South Africa",Oct 14 2024,13.9 km/h,km/h,SE,5.6,allday
LOC09,Lago di Garda,10/11/2024,4,beaufort,E,20.3,morning
LOC08,"Ilha do Guajiru, Brazil",01/11/2023,21.0,knots,N,23.3,allday
LOC10,Boracay,2024-05-26,2,beaufort,270,12.5,allday
LOC02,Jeri,Aug 16 2023,150.0,knots,E,30.4,allday
LOC08,Ilha Guajiru,07 Jul 2024,7,beaufort,270,30.5,allday
LOC07,"Dakhla, Morocco",08/08/2023,31.6 knots,knots,270°,40.8,afternoon
LOC06,Cabarete,Sep 10 2023,8.6,knots,225,6.0,morning
LOC06,cabarete,Nov 28 2024,10.3 m/s,m/s,NE,24.1,afternoon
LOC01,"Cumbuco, Brazil",07/05/2023,21.9 knots,knots,east,27.1,allday
LOC05,Cape Town,01 Feb 2024,6,beaufort,135,,allday
LOC07,DAKHLA,29/04/2024,3,beaufort,45,17.0,morning
LOC04,"Maui, Hawaii",12/01/2024,18.0,knots,E,23.5,allday
LOC03,TARIFA,2024-08-30,18.5 knots,knots,0,23.2,morning
LOC04,maui,01/12/2023,16.5 knots,knots,NE,18.7,allday
LOC07,DAKHLA,Apr 01 2023,42.2 km/h,km/h,0°,31.7,morning
LOC08,"Ilha do Guajiru, Brazil",11/12/2024,25.3,knots,135,28.9,allday
LOC02,Jeri,Sep 29 2023,45.4 km/h,km/h,NE,30.9,allday
LOC07,"Dakhla, Morocco",02 Nov 2023,38.0 km/h,km/h,E,22.9,afternoon
LOC03,TARIFA,29/03/2023,10.9,knots,SW,14.2,morning
LOC07,DAKHLA,12/06/2023,7,beaufort,north,32.9,afternoon
LOC07,DAKHLA,2024-12-28,12.8 km/h,km/h,N,5.5,morning
LOC07,DAKHLA,2024-07-18,14.4 km/h,km/h,north,8.8,morning
LOC06,"Cabarete, Dominican Rep.",2023-01-08,8.7 knots,knots,180,,morning
LOC09,Garda,Oct 26 2023,31.9 km/h,km/h,northwest,22.9,morning
LOC01,"Cumbuco, Brazil",2023-11-27,10.4 m/s,m/s,east,26.2,allday
LOC06,cabarete,Jan 17 2024,26.5 knots,knots,S,34.4,afternoon
LOC07,"Dakhla, Morocco",2023-09-24,8.9,knots,225,12.1,morning
LOC05,capetown,Apr 23 2023,10.0 m/s,m/s,N,26.6,allday
LOC06,Cabarete,25/05/2024,6,beaufort,0,29.5,afternoon
LOC08,Guajiru,02 Jul 2024,6,beaufort,southeast,28.8,allday
LOC10,"Boracay, Philippines",04 Jan 2023,16.3 km/h,km/h,W,12.3,allday
LOC01,Cumbuco,2024-07-03,18.0,knots,270,22.0,allday
LOC03,Tarifa,Jul 19 2023,12.7,knots,west,15.7,afternoon
LOC03,TARIFA,15 May 2023,-5.0,knots,east,11.6,morning
LOC05,capetown,Sep 03 2024,32.6,knots,W,,allday
LOC09,Garda,03/29/2023,9.5 m/s,m/s,135°,23.8,afternoon
LOC01,cumbuco,Jan 17 2024,39.8 km/h,km/h,315°,23.8,allday
LOC02,Jeri,2023-05-16,24.0,knots,270°,30.4,allday
LOC01,Cumbuco,2023-05-12,9.4 m/s,m/s,90°,24.9,allday
LOC09,Lago di Garda,Feb 08 2024,5,beaufort,315°,27.3,morning
LOC08,"Ilha do Guajiru, Brazil",24/06/2023,11.1 m/s,m/s,315,26.4,allday
LOC04,"Maui, Hawaii",10 Nov 2023,10.8 m/s,m/s,W,25.2,allday
LOC01,cumbuco,05 Dec 2024,16.3,knots,315°,10.7,allday
LOC03,Tarifa,30 Apr 2024,25.5,knots,180,30.6,afternoon
LOC03,"Tarifa, Spain",2024-08-10,12.7 m/s,m/s,180°,30.4,afternoon
LOC04,maui,25/08/2023,6.4 m/s,m/s,NE,15.8,allday
LOC09,"Lake Garda, Italy",03/12/2024,30.1 knots,knots,NW,40.1,morning
LOC09,Garda,06/02/2024,15.6 knots,knots,southwest,18.5,afternoon
LOC09,Garda,09/07/2023,23.0 km/h,km/h,180,15.8,afternoon
LOC03,TARIFA,Dec 13 2024,8.6 m/s,m/s,90°,20.6,afternoon
LOC03,TARIFA,Feb 27 2023,4.8 m/s,m/s,W,11.1,morning
LOC04,Maui,26 Jul 2024,11.3 knots,knots,135,15.8,allday
LOC07,"Dakhla, Morocco",Dec 31 2023,13.9 m/s,m/s,northwest,34.3,afternoon
LOC05,"Cape Town, South Africa",2023-06-17,58.9 km/h,km/h,NE,35.5,allday
LOC07,Dakhla,15 Aug 2023,34.1 km/h,km/h,northwest,22.2,afternoon
LOC03,Tarifa,24 Sep 2024,17.8 km/h,km/h,90°,12.2,morning
LOC09,Lago di Garda,17/08/2024,18.3 km/h,km/h,southwest,12.6,afternoon
LOC10,boracay,2024-05-27,29.4 km/h,km/h,southwest,18.5,allday
LOC07,"Dakhla, Morocco",2024-06-15,21.1 knots,knots,north,25.4,afternoon
LOC09,Lago di Garda,May 23 2023,22.4 km/h,km/h,northeast,15.0,afternoon
LOC02,Jeri,23/12/2023,37.0 km/h,km/h,north,23.9,allday
LOC06,cabarete,09 Apr 2024,0.0,knots,270,8.0,morning
LOC04,maui,2024-03-09,18.0 knots,knots,180,21.8,allday
LOC09,"Lake Garda, Italy",22 Jan 2024,6.4 m/s,m/s,SE,14.6,afternoon
LOC05,"Cape Town, South Africa",03/05/2023,27.7,knots,east,,allday
LOC05,Cape Town,18 Sep 2024,7,beaufort,90,21.6,allday
LOC10,boracay,04 May 2024,21.1,knots,180,27.3,allday
LOC09,"Lake Garda, Italy",21/01/2024,13.3,knots,NW,14.7,afternoon
LOC09,Garda,Jul 01 2023,13.0,knots,SE,10.6,afternoon
LOC06,Cabarete,14 Oct 2024,21.0,knots,N,26.7,afternoon
LOC06,Cabarete,09/29/2023,21.0,knots,45,26.4,afternoon
LOC10,"Boracay, Philippines",19/06/2024,10.6,knots,E,12.8,allday
LOC05,capetown,08/10/2023,11.5 m/s,m/s,225°,12.5,allday
LOC03,"Tarifa, Spain",2023-11-07,21.1,knots,135°,23.3,afternoon
LOC09,Garda,18/01/2024,3,beaufort,45°,17.5,afternoon
LOC04,maui,Feb 06 2023,22.9 knots,knots,270°,31.1,allday
LOC02,jericoacoara,09/21/2024,6,beaufort,270,28.2,allday
LOC01,"Cumbuco, Brazil",05/25/2023,38.3 km/h,km/h,135°,28.8,allday
LOC10,Boracay,2024-11-03,6,beaufort,NW,28.7,allday
LOC02,jericoacoara,13 Apr 2024,29.3 knots,knots,0,37.2,allday
LOC05,Cape Town,Mar 29 2024,18.3 m/s,m/s,NE,48.9,allday
LOC02,jericoacoara,28/01/2023,7,beaufort,45°,32.2,allday
LOC06,"Cabarete, Dominican Rep.",Jan 14 2024,9.2 knots,knots,0,10.3,morning
LOC06,"Cabarete, Dominican Rep.",09 Nov 2023,9.2 m/s,m/s,E,24.8,afternoon
LOC04,Maui,14/03/2023,16.5 knots,knots,N,18.6,allday
LOC02,"Jericoacoara, Brazil",24/12/2024,12.8 m/s,m/s,270°,30.1,allday
LOC03,"Tarifa, Spain",29 May 2023,0,beaufort,45°,4.0,morning
LOC03,"Tarifa, Spain",05/04/2023,4,beaufort,east,18.5,afternoon
LOC07,DAKHLA,Mar 17 2023,6.2 m/s,m/s,135°,14.3,morning
LOC09,"Lake Garda, Italy",12/06/2023,10.9 m/s,m/s,north,26.2,morning
LOC02,Jeri,Dec 20 2023,12.1 m/s,m/s,45,28.9,allday
LOC06,Cabarete,08/26/2023,5.0 knots,knots,45°,5.5,morning
LOC06,Cabarete,03/25/2024,14.4 knots,knots,S,16.2,afternoon
LOC01,cumbuco,03/07/2024,26.2,knots,90,34.4,allday
LOC06,"Cabarete, Dominican Rep.",Aug 30 2024,10.8,knots,NW,13.6,morning
LOC01,cumbuco,01/01/2023,21.5,knots,0°,27.7,allday
LOC09,Garda,Sep 17 2024,18.6,knots,45,20.5,afternoon
LOC01,Cumbuco,2023-12-16,9.4 m/s,m/s,northeast,21.5,allday
LOC10,Boracay,Aug 21 2024,0.2 m/s,m/s,45°,0.4,allday
LOC09,"Lake Garda, Italy",15 Dec 2024,5,beaufort,270°,19.6,morning
LOC07,Dakhla,May 01 2023,4.8 m/s,m/s,0,12.8,morning
LOC03,"Tarifa, Spain",08/13/2024,7.1 knots,knots,southeast,,morning
LOC05,capetown,2024-06-08,12.2 m/s,m/s,0°,26.9,allday
LOC06,"Cabarete, Dominican Rep.",05/05/2024,32.6 km/h,km/h,southwest,20.7,afternoon
LOC07,DAKHLA,30 Nov 2023,17.8 km/h,km/h,45,,morning
LOC02,Jeri,2024-04-09,28.9,knots,northwest,33.9,allday
LOC03,TARIFA,15/10/2023,39.6 km/h,km/h,135°,,afternoon
LOC10,boracay,Nov 21 2024,6,beaufort,270°,29.9,allday
LOC09,Lago di Garda,2024-07-23,-5.0,knots,225°,17.3,afternoon
LOC09,Lago di Garda,24/11/2024,34.8 km/h,km/h,north,9.3,afternoon
LOC05,capetown,Jan 13 2024,18.8 m/s,m/s,south,48.3,allday
LOC06,Cabarete,26/04/2024,27.2,knots,southwest,20.4,afternoon
LOC10,boracay,Feb 15 2024,7.8,knots,0°,10.1,allday
LOC10,boracay,22 Nov 2024,9.5 m/s,m/s,west,25.5,allday
LOC06,cabarete,2023-01-29,21.5 km/h,km/h,45,5.7,morning
LOC10,Boracay,Oct 21 2023,8.6,knots,90°,11.3,allday
LOC03,Tarifa,06 May 2023,4.2 m/s,m/s,southwest,10.3,morning
LOC03,Tarifa,04/02/2024,1,beaufort,225,6.5,morning
LOC09,"Lake Garda, Italy",05/23/2023,12.3 m/s,m/s,315°,31.2,morning
LOC07,"Dakhla, Morocco",22 Mar 2024,4,beaufort,SE,17.9,morning
LOC04,Maui,21/12/2024,18.0,knots,W,22.0,allday
LOC05,capetown,15/05/2024,23.3,knots,southeast,26.9,allday
LOC06,Cabarete,16/08/2023,9.1 m/s,m/s,west,,afternoon
LOC09,"Lake Garda, Italy",05/07/2023,49.4 km/h,km/h,90°,34.8,morning
LOC06,"Cabarete, Dominican Rep.",2023-06-13,6,beaufort,N,24.2,afternoon
LOC05,"Cape Town, South Africa",06 Jul 2023,13.6 m/s,m/s,225°,33.8,allday
LOC04,Maui,07 Dec 2024,23.2 km/h,km/h,east,13.8,allday
LOC02,Jeri,21/02/2023,22.4,knots,45°,27.3,allday
LOC07,Dakhla,02/02/2023,16.5 km/h,km/h,45,10.9,morning
LOC10,"Boracay, Philippines",15/09/2023,16.5,knots,90°,21.5,allday
LOC02,"Jericoacoara, Brazil",Jan 16 2024,24.6,knots,225°,32.8,allday
LOC01,Cumbuco,13 Nov 2023,12.2 m/s,m/s,east,29.6,allday
LOC07,Dakhla,Mar 05 2024,6.4 m/s,m/s,SE,16.8,afternoon
LOC09,"Lake Garda, Italy",07/04/2024,13.8 knots,knots,135,17.0,afternoon
LOC02,"Jericoacoara, Brazil",22 Apr 2024,36.5 km/h,km/h,N,24.3,allday
LOC02,jericoacoara,13 Apr 2024,29.3 knots,knots,0,37.2,allday
LOC09,Lago di Garda,01/13/2023,16.0 knots,knots,45,21.1,morning
LOC04,"Maui, Hawaii",19 Oct 2023,41.3 km/h,km/h,225°,25.2,allday
LOC09,"Lake Garda, Italy",05/12/2024,17.3,knots,45°,14.6,morning
LOC07,"Dakhla, Morocco",10/07/2024,9.5,knots,225,12.5,morning
LOC03,"Tarifa, Spain",23 May 2023,11.9 km/h,km/h,north,7.9,morning
LOC10,Boracay,02/10/2024,8.8 m/s,m/s,southwest,19.6,allday
LOC06,cabarete,09/29/2023,1,beaufort,N,6.0,morning
LOC09,"Lake Garda, Italy",Oct 14 2023,13.4 knots,knots,270°,,afternoon
LOC07,"Dakhla, Morocco",2024-03-13,13.6,knots,NW,17.4,morning
LOC04,maui,28 Oct 2024,18.5,knots,315,20.9,allday
LOC03,"Tarifa, Spain",2024-09-07,3,beaufort,northwest,16.4,morning
LOC06,"Cabarete, Dominican Rep.",11 Feb 2024,10.2 knots,knots,90°,11.3,morning
LOC01,"Cumbuco, Brazil",2023-04-14,9.6 m/s,m/s,west,23.6,allday
LOC03,"Tarifa, Spain",10/06/2024,10.3 m/s,m/s,east,17.9,afternoon
LOC06,Cabarete,03/07/2024,44.6 km/h,km/h,W,33.2,afternoon
LOC06,Cabarete,07/20/2023,17.8,knots,225°,22.7,afternoon
LOC03,"Tarifa, Spain",Mar 27 2024,150.0,knots,northeast,19.7,afternoon
LOC10,"Boracay, Philippines",12/22/2024,10.8 m/s,m/s,S,23.6,allday
LOC02,jericoacoara,2023-01-26,43.3 km/h,km/h,west,30.9,allday
LOC03,TARIFA,Oct 20 2024,10.2,knots,225°,7.1,afternoon
LOC04,"Maui, Hawaii",13/06/2023,5,beaufort,NW,22.9,allday
LOC07,Dakhla,Jan 21 2023,6.1 m/s,m/s,S,14.2,morning
LOC05,"Cape Town, South Africa",2024-05-27,17.0 knots,knots,SW,18.9,allday
LOC09,Lago di Garda,03/01/2024,10.8 knots,knots,north,14.3,afternoon
LOC03,"Tarifa, Spain",24 Jan 2024,0.0,knots,north,4.1,morning
LOC02,jericoacoara,Feb 19 2024,45.6 km/h,km/h,225°,13.8,allday
LOC02,"Jericoacoara, Brazil",Dec 28 2024,6,beaufort,225,26.2,allday
LOC07,DAKHLA,20/05/2023,10.4,knots,northeast,12.2,afternoon
LOC03,"Tarifa, Spain",01/01/2024,19.2,knots,NE,25.2,afternoon
LOC03,Tarifa,2023-06-13,0.0,knots,270,0.0,morning
LOC09,"Lake Garda, Italy",2023-12-11,7,beaufort,W,29.9,morning
LOC06,Cabarete,25/03/2023,45.0 km/h,km/h,180°,10.9,afternoon
LOC09,"Lake Garda, Italy",03 Aug 2023,12.7 m/s,m/s,225,33.5,morning
LOC01, Cumbuco,Jul 21 2024,10.0 m/s,m/s,west,25.3,allday
LOC07,Dakhla,Mar 26 2023,6,beaufort,SE,28.7,morning
LOC09,Garda,Feb 24 2024,22.8 knots,knots,S,28.5,morning
LOC06,cabarete,09/20/2024,10.2 m/s,m/s,180,24.7,afternoon
LOC08,"Ilha do Guajiru, Brazil",30/06/2023,19.1 knots,knots,NE,25.3,allday
LOC03,Tarifa,04 Dec 2024,3,beaufort,90°,13.7,morning
LOC07,DAKHLA,Aug 20 2024,10.1 m/s,m/s,S,26.0,afternoon
LOC03,"Tarifa, Spain",Feb 06 2024,3.7 m/s,m/s,SW,8.7,morning
LOC08,Ilha Guajiru,2024-04-29,10.2 m/s,m/s,west,27.3,allday
LOC05,Cape Town,10/02/2024,6,beaufort,east,29.7,allday
LOC03,Tarifa,15/02/2024,5.4 knots,knots,270,7.3,morning
